"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
17839,-121.9,37.44,4,1646,408,853,410,5.0821,265500,"<1H OCEAN"
15833,-122.43,37.75,52,2285,509,839,456,4.7946,355600,"NEAR BAY"
18938,-122.18,38.17,7,4093,651,2228,646,5.2523,161300,"NEAR BAY"
8749,-118.36,33.82,36,1784,311,901,293,6.2247,339000,"<1H OCEAN"
2693,-115.32,32.82,34,591,139,327,89,3.6528,1e+05,"INLAND"
5685,-118.28,33.68,8,2842,522,1624,510,3.7282,287500,"NEAR OCEAN"
15353,-117.31,33.25,14,3483,764,2140,687,3.125,102300,"<1H OCEAN"
253,-122.21,37.77,52,591,173,353,137,4.0904,80600,"NEAR BAY"
18132,-122.02,37.34,26,1992,328,980,342,6.2475,350000,"<1H OCEAN"
6732,-118.1,34.13,44,1917,265,754,257,12.4237,500001,"<1H OCEAN"
11964,-117.41,34.01,34,1231,216,841,199,2.6442,92000,"INLAND"
12853,-121.37,38.68,35,1620,276,939,277,2.5542,72900,"INLAND"
17306,-119.51,34.46,28,3506,563,1362,483,6.091,500001,"<1H OCEAN"
252,-122.21,37.76,52,1420,314,1085,300,1.7546,80600,"NEAR BAY"
17790,-121.83,37.35,31,2914,715,3547,645,3.7143,178600,"<1H OCEAN"
7,-122.25,37.84,52,2535,489,1094,514,3.6591,299200,"NEAR BAY"
12851,-121.37,38.69,35,1093,192,590,190,2.7009,80200,"INLAND"
11026,-117.82,33.79,26,2641,633,3657,617,4.1339,222300,"<1H OCEAN"
9588,-120.5,37.34,16,1245,231,956,219,3.4559,108000,"INLAND"
19647,-120.79,37.49,44,1186,225,687,234,3.4167,160700,"INLAND"
11814,-121.19,38.95,16,2544,431,1199,412,4.5129,196300,"INLAND"
15359,-117.33,33.23,15,1905,416,1258,388,3.33,127900,"NEAR OCEAN"
15373,-117.24,33.38,16,2792,525,1696,516,3.668,171200,"<1H OCEAN"
10247,-117.87,33.9,21,3181,447,1416,469,6.8268,280300,"<1H OCEAN"
5884,-118.34,34.17,52,1133,212,545,222,4.875,249500,"<1H OCEAN"
12652,-121.44,38.52,36,3446,950,2460,847,1.6521,69700,"INLAND"
17634,-121.93,37.27,35,1855,345,985,329,6.0196,255100,"<1H OCEAN"
5744,-118.26,34.17,20,5949,1417,2593,1337,3.8576,318600,"<1H OCEAN"
16054,-122.48,37.76,52,1845,336,1015,337,4.1397,331300,"NEAR BAY"
15027,-117.01,32.77,34,3330,723,1592,656,2.6678,164200,"<1H OCEAN"
1885,-119.99,38.93,23,1882,414,673,277,2.9091,141900,"INLAND"
12599,-121.49,38.52,37,1902,413,955,384,3.1014,96800,"INLAND"
19736,-121.8,40.34,26,4815,910,1341,539,2.881,79800,"INLAND"
18793,-122.57,40.61,27,1540,315,883,321,2.8036,93400,"INLAND"
3216,-119.64,36.33,41,3095,766,1852,721,1.4524,51700,"INLAND"
4315,-118.33,34.09,40,2004,687,1514,542,1.9911,220000,"<1H OCEAN"
6607,-118.13,34.19,42,2203,412,1012,377,4.0714,234000,"INLAND"
18198,-122,37.39,36,1236,229,880,247,5.791,239400,"<1H OCEAN"
14744,-117.06,32.58,11,2879,679,2098,673,3.5125,142400,"NEAR OCEAN"
9967,-122.4,38.46,33,2542,466,1099,420,4.635,248500,"INLAND"
16993,-122.27,37.56,17,3211,847,1553,812,4.9434,292100,"NEAR BAY"
14888,-117.08,32.62,28,2468,506,1353,522,3.0771,158600,"NEAR OCEAN"
2530,-122.22,39.51,17,1201,268,555,277,2.1,66900,"INLAND"
12445,-114.67,33.92,17,97,24,29,15,1.2656,27500,"INLAND"
16711,-120.47,35.04,29,1315,279,926,249,2.9375,144800,"<1H OCEAN"
10602,-117.81,33.67,8,2098,342,908,329,7.7589,342900,"<1H OCEAN"
11627,-118.06,33.81,25,3497,513,1839,544,5.4216,263000,"<1H OCEAN"
16237,-121.29,37.97,52,2995,555,1392,503,1.7794,98800,"INLAND"
105,-122.26,37.81,34,5871,1914,2689,1789,2.8406,335700,"NEAR BAY"
3015,-119.15,34.83,6,8733,1600,2006,736,4.5724,168400,"INLAND"
562,-122.23,37.76,52,1705,246,658,253,5.75,306300,"NEAR BAY"
16117,-122.5,37.74,44,2082,470,1154,403,4.3611,268100,"NEAR OCEAN"
14298,-117.14,32.72,42,1558,458,1227,407,2.2804,139100,"NEAR OCEAN"
1892,-120,38.92,17,1106,207,466,180,3.3295,126600,"INLAND"
2174,-119.86,36.78,7,2232,490,1274,499,2.9853,74700,"INLAND"
18903,-122.26,38.11,52,2573,639,1238,529,2.6708,109700,"NEAR BAY"
9700,-121.62,36.67,45,1827,408,1507,410,2.8942,129000,"<1H OCEAN"
4810,-118.34,34.03,47,1927,561,1349,508,1.3444,125000,"<1H OCEAN"
3443,-118.4,34.25,13,1872,497,1927,432,2.2019,134200,"<1H OCEAN"
2137,-119.73,36.8,24,1316,249,781,260,3.7578,69200,"INLAND"
6848,-118.14,34.07,42,1036,199,656,215,4.1902,235000,"<1H OCEAN"
5333,-118.47,34.04,21,5041,1491,2719,1420,3.5335,268800,"<1H OCEAN"
19465,-120.97,37.69,16,2793,476,1279,477,3.4667,160900,"INLAND"
3629,-118.44,34.24,35,2344,435,1531,399,3.725,178200,"<1H OCEAN"
18489,-121.59,36.97,16,865,123,403,130,5.7396,308700,"INLAND"
6297,-117.91,34.02,17,5973,1384,4349,1229,3.2799,199300,"<1H OCEAN"
5473,-118.45,33.99,52,1010,244,573,242,4.1861,363200,"<1H OCEAN"
592,-122.09,37.7,31,2053,336,867,329,4.3375,241800,"NEAR BAY"
4821,-118.3,34.05,39,993,506,1765,464,1.2786,121900,"<1H OCEAN"
12605,-121.47,38.53,44,543,146,506,125,1.3646,65400,"INLAND"
18582,-121.77,36.92,9,4934,1112,3198,977,3.5,194800,"<1H OCEAN"
17885,-121.96,37.41,17,3208,617,2286,602,5.2937,238000,"<1H OCEAN"
15389,-117.05,33.26,14,3103,569,1704,539,3.7644,264700,"<1H OCEAN"
20238,-119.27,34.27,52,1577,343,836,335,3.5893,206600,"NEAR OCEAN"
276,-122.18,37.79,41,1411,233,626,214,7.0875,240700,"NEAR BAY"
5708,-118.23,34.21,36,2988,719,1357,657,3.5174,268000,"<1H OCEAN"
6464,-118.06,34.1,43,1833,355,786,334,3.5761,256700,"<1H OCEAN"
8417,-118.34,33.94,36,2796,1041,4033,944,2.4886,160700,"<1H OCEAN"
543,-122.29,37.76,18,2873,763,1243,663,5.1702,265400,"NEAR BAY"
1300,-121.82,38,29,2070,452,985,420,2.8466,113400,"INLAND"
18273,-122.09,37.36,37,2269,325,930,321,7.5274,500001,"NEAR BAY"
20026,-119.05,36.07,21,2472,523,1238,504,1.7756,62900,"INLAND"
4721,-118.37,34.05,35,2457,552,1159,523,3.0862,345300,"<1H OCEAN"
18915,-122.22,38.15,7,5129,NA,2824,738,5.5138,171100,"NEAR BAY"
2258,-119.84,36.8,19,3244,776,1463,710,2.0469,66900,"INLAND"
3404,-118.34,34.26,37,1776,301,702,265,5.2661,314900,"<1H OCEAN"
7781,-118.08,33.91,18,1573,396,1200,365,2.895,146900,"<1H OCEAN"
11873,-117.36,33.99,42,1178,261,804,283,2.9688,92900,"INLAND"
19936,-119.34,36.3,13,2394,458,1177,389,2.6875,74400,"INLAND"
7230,-118.16,34.02,44,1218,374,1175,342,1.9688,173900,"<1H OCEAN"
16352,-121.36,38.02,5,2229,543,1010,474,4.1719,206100,"INLAND"
13195,-117.69,34.08,14,4136,886,2026,788,3.2344,128200,"INLAND"
13498,-117.33,34.15,28,1473,333,1196,312,1.6993,67800,"INLAND"
11177,-117.96,33.83,30,2838,649,1758,593,3.3831,197400,"<1H OCEAN"
9146,-118.46,34.4,12,25957,4798,10475,4490,4.542,195300,"<1H OCEAN"
15886,-122.4,37.74,45,2462,509,1587,450,2.59,211800,"NEAR BAY"
11802,-121.28,38.9,31,1297,259,765,240,2.7656,93600,"INLAND"
1624,-122.14,37.85,27,9147,1276,3371,1269,7.3267,389900,"NEAR BAY"
16131,-122.48,37.78,48,2835,728,1674,684,3.129,375000,"NEAR BAY"
13653,-117.33,34.04,18,1837,388,727,336,2.5187,116700,"INLAND"
19849,-119.18,36.4,39,1730,310,899,309,2.6648,129200,"INLAND"
19962,-119.27,36.18,23,3180,547,1829,498,2.6098,66000,"INLAND"
15414,-117.27,33.23,5,20908,3933,9690,3510,4.1405,198500,"<1H OCEAN"
1278,-121.6,37.9,5,14684,2252,4276,1722,6.9051,340900,"INLAND"
3679,-118.38,34.21,35,1468,303,1295,300,3.7708,170600,"<1H OCEAN"
3937,-118.57,34.22,17,3262,753,1879,708,4.1359,255200,"<1H OCEAN"
19394,-120.85,37.78,30,1120,248,609,237,2.2386,87200,"INLAND"
13555,-117.31,34.1,52,1457,415,1238,341,2.0089,68100,"INLAND"
4834,-118.3,34.03,41,1653,426,1868,393,1.78,162500,"<1H OCEAN"
14047,-117.13,32.77,30,2582,650,1098,603,2.8281,171700,"NEAR OCEAN"
2462,-119.69,36.46,29,1702,301,914,280,2.8125,79200,"INLAND"
3463,-118.46,34.32,10,5777,1112,2917,1056,4.1514,194100,"<1H OCEAN"
2313,-119.74,36.85,3,10425,2121,4432,1778,3.9032,140800,"INLAND"
9392,-122.54,37.9,48,2491,460,937,455,4.4375,370000,"NEAR BAY"
19689,-121.62,39.13,41,1147,243,583,239,2.2431,63400,"INLAND"
17442,-120.45,34.66,7,3329,504,1462,452,4.7875,198300,"NEAR OCEAN"
13722,-117.18,34.07,7,1347,301,799,276,2.9485,112500,"INLAND"
14526,-117.13,32.92,16,2173,399,1460,393,4.2614,169600,"<1H OCEAN"
5132,-118.27,33.98,44,1722,457,2177,401,2.125,92500,"<1H OCEAN"
19755,-122.19,40.2,30,2750,476,1296,464,3.5305,73600,"INLAND"
11572,-118.01,33.76,35,2072,349,1249,317,3.9855,191900,"<1H OCEAN"
12573,-121.41,38.53,35,2061,371,1110,342,3.1944,79000,"INLAND"
10366,-117.69,33.61,16,3010,580,1649,538,4.0221,236200,"<1H OCEAN"
16340,-121.34,38.04,16,3295,565,2279,576,3.6083,146400,"INLAND"
12824,-121.42,38.72,10,3054,528,1932,510,3.0903,91900,"INLAND"
19911,-119.3,36.32,23,3521,615,1712,636,3.3875,92500,"INLAND"
12204,-117.12,33.61,2,2569,431,1232,388,4.3651,145600,"<1H OCEAN"
10855,-117.87,33.69,4,2337,768,983,655,3.7174,275000,"<1H OCEAN"
2183,-120.08,36.79,38,1446,285,928,255,2.9808,89600,"INLAND"
15990,-122.47,37.76,39,3200,689,1391,618,3.6346,338000,"NEAR BAY"
20015,-118.92,36.04,28,1148,233,521,212,2.9208,98500,"INLAND"
8134,-118.12,33.82,43,1544,286,701,298,4.1375,226000,"<1H OCEAN"
643,-122.14,37.73,38,1723,394,711,353,3.0673,218400,"NEAR BAY"
10811,-117.93,33.64,24,1395,396,1478,404,2.5301,192900,"<1H OCEAN"
2839,-119,35.39,51,1373,284,648,300,2.8295,72100,"INLAND"
12773,-121.42,38.63,42,2217,536,1203,507,1.9412,73100,"INLAND"
2565,-124.14,40.79,38,1552,290,873,291,2.4896,81000,"NEAR OCEAN"
18172,-122.01,37.36,16,1105,354,499,324,4.2061,253600,"<1H OCEAN"
10156,-117.89,33.89,17,1671,192,678,206,13.1107,467600,"<1H OCEAN"
12424,-116.15,33.69,22,197,54,331,70,2.9286,112500,"INLAND"
13008,-121.28,38.67,29,1087,174,430,174,4.3625,158800,"INLAND"
18659,-121.94,36.98,24,3010,562,1360,504,4.2006,290700,"NEAR OCEAN"
10857,-117.88,33.69,20,5330,976,2734,1000,5.2138,233100,"<1H OCEAN"
4513,-118.19,34.03,52,1053,246,1036,249,2.1071,136700,"<1H OCEAN"
7684,-118.11,33.92,32,1016,190,729,177,4.3,151300,"<1H OCEAN"
6136,-117.99,34.07,35,1681,360,1648,373,2.4911,145900,"INLAND"
16233,-121.3,37.97,52,2980,537,1128,510,4.061,113600,"INLAND"
14281,-117.13,32.71,42,1145,314,1114,307,1.2614,87500,"NEAR OCEAN"
4631,-118.31,34.07,20,3264,1248,2919,1191,2.3674,500001,"<1H OCEAN"
6541,-118.04,34.04,32,1619,323,1492,342,3.5,165100,"<1H OCEAN"
2857,-118.95,35.41,21,3999,727,1889,688,3.875,99500,"INLAND"
15260,-117.27,33.03,25,1787,311,1108,311,3.9826,215800,"NEAR OCEAN"
15575,-116.78,33,7,12480,1946,5102,1697,5.5102,221000,"<1H OCEAN"
5753,-118.27,34.17,52,2287,295,829,296,7.8383,500001,"<1H OCEAN"
9749,-121.62,36.69,11,4712,1098,5982,1105,2.5986,135700,"<1H OCEAN"
3325,-122.89,38.93,20,1214,247,504,223,2.7188,105700,"<1H OCEAN"
3827,-118.45,34.2,18,2729,800,2099,742,2.5842,230800,"<1H OCEAN"
11944,-117.43,33.95,36,2284,444,1425,405,4.0526,104500,"INLAND"
8156,-118.1,33.82,36,1946,346,871,336,5.2155,254800,"<1H OCEAN"
6076,-117.87,34.08,33,4518,716,2037,764,5.6015,267200,"<1H OCEAN"
12777,-121.41,38.64,38,1384,287,682,280,1.9167,64400,"INLAND"
15787,-122.39,37.78,5,1405,515,725,392,3.6037,187500,"NEAR BAY"
729,-122.11,37.67,36,2110,389,952,370,3.8,187500,"NEAR BAY"
15551,-117.08,33.11,28,2094,585,1556,563,2.2,127700,"<1H OCEAN"
15563,-116.97,33.13,10,5149,851,2177,783,6.7957,287500,"<1H OCEAN"
15786,-122.39,37.78,3,3464,1179,1441,919,4.7105,275000,"NEAR BAY"
12733,-121.36,38.58,25,3196,406,978,419,8.4699,344000,"INLAND"
10199,-117.93,33.88,52,2157,362,1001,373,5.1237,240000,"<1H OCEAN"
19313,-122.86,38.44,31,1534,292,716,288,3.4471,209500,"<1H OCEAN"
6067,-117.87,34.04,7,27700,4179,15037,4072,6.6288,339700,"<1H OCEAN"
10392,-117.65,33.58,2,2411,354,703,217,7.8061,331400,"<1H OCEAN"
14489,-117.25,32.86,27,2530,469,594,326,7.2821,500001,"NEAR OCEAN"
20289,-119.17,34.17,25,1596,321,1378,308,4.0074,188000,"NEAR OCEAN"
9747,-121.62,36.63,52,1437,298,836,257,3.6286,165500,"<1H OCEAN"
12555,-121.47,38.55,29,1303,308,861,263,1.0208,55800,"INLAND"
7459,-118.18,33.92,32,2035,519,2282,480,3.2734,136400,"<1H OCEAN"
2293,-119.76,36.8,20,6257,1346,2795,1267,2.2094,83700,"INLAND"
697,-122.1,37.69,41,746,NA,387,161,3.9063,178400,"NEAR BAY"
10249,-117.86,33.89,24,2002,253,820,241,6.9612,274500,"<1H OCEAN"
16021,-122.47,37.73,50,1653,252,641,224,10.6605,500001,"NEAR OCEAN"
18208,-122.05,37.37,27,2687,768,1362,725,3.4028,324200,"<1H OCEAN"
12504,-121.43,38.56,41,1105,227,443,210,3.1827,131700,"INLAND"
2014,-119.83,36.71,43,355,81,233,75,2.4167,73900,"INLAND"
15368,-117.2,33.29,12,6358,1182,2778,1020,4.0357,295900,"<1H OCEAN"
7286,-118.24,33.98,45,972,249,1288,261,2.2054,125000,"<1H OCEAN"
11335,-117.95,33.75,19,1983,283,1098,275,6.6355,276100,"<1H OCEAN"
7206,-118.19,34.02,34,1478,369,1735,348,1.8875,136700,"<1H OCEAN"
13047,-121.22,38.58,25,394,94,155,83,2.233,55000,"INLAND"
20088,-120.33,38,14,1944,330,822,314,3.5,170700,"INLAND"
10900,-117.84,33.74,24,1752,407,910,427,3.3611,134600,"<1H OCEAN"
7672,-118.08,33.92,34,2118,437,1414,442,3.7238,166800,"<1H OCEAN"
19759,-122.23,40.17,21,1401,331,651,299,2.225,64700,"INLAND"
6944,-118.08,33.98,39,1042,221,863,228,3.6033,157800,"<1H OCEAN"
20592,-121.58,39.15,34,1376,376,702,317,1.4946,55500,"INLAND"
14019,-117.16,32.74,52,852,262,389,249,2.6042,225000,"NEAR OCEAN"
7639,-118.29,33.81,19,7023,1538,3993,1412,5.0532,218200,"<1H OCEAN"
6917,-118,33.95,35,1431,210,505,213,6.8109,401000,"<1H OCEAN"
20093,-120.19,38.03,17,8651,1579,2071,757,3.1076,115800,"INLAND"
19881,-119.28,36.33,10,1051,297,927,274,0.78,55500,"INLAND"
1478,-122.04,37.97,21,6445,1839,3621,1735,2.5841,112500,"NEAR BAY"
7490,-118.23,33.93,37,239,49,308,52,1.4028,105400,"<1H OCEAN"
20401,-118.85,34.21,25,1328,209,691,228,4.9234,241400,"<1H OCEAN"
2036,-119.74,36.73,42,1236,272,946,261,2.0536,50000,"INLAND"
12192,-117.38,33.67,9,13288,2728,7235,2350,3.375,131800,"<1H OCEAN"
19186,-122.56,38.41,20,1151,211,478,183,5.93,384600,"<1H OCEAN"
14735,-117.02,32.81,14,3173,599,1451,585,3.7292,182200,"<1H OCEAN"
16109,-122.5,37.74,40,2310,445,1266,490,3.7969,297800,"NEAR OCEAN"
9068,-118.16,34.71,27,6007,998,2680,882,4.1719,117200,"INLAND"
16593,-121.43,37.73,40,1718,391,1312,388,2.9955,134700,"INLAND"
9465,-123.84,39.46,47,1150,244,552,201,2.5192,110400,"<1H OCEAN"
9649,-120.79,37.08,9,97,20,91,22,2.9063,55000,"INLAND"
17036,-122.26,37.5,52,878,186,393,186,3.7045,360500,"NEAR OCEAN"
8228,-118.2,33.78,52,2662,893,3018,763,2.3305,162500,"NEAR OCEAN"
11687,-117.99,33.88,15,2298,567,1261,527,4.2422,159400,"<1H OCEAN"
10450,-117.67,33.46,24,3571,722,1409,543,4.6518,277800,"<1H OCEAN"
5754,-118.27,34.18,52,3034,406,1158,399,6.2976,498400,"<1H OCEAN"
1359,-121.97,38.04,38,2505,554,1595,498,2.5833,83500,"INLAND"
14187,-117.08,32.7,36,2103,390,1279,392,2.4135,97000,"NEAR OCEAN"
1435,-122.03,37.98,44,1254,252,498,217,3.4531,148900,"NEAR BAY"
8478,-118.31,33.92,35,1307,246,672,219,4.8456,146400,"<1H OCEAN"
14006,-117.18,32.76,52,2023,301,649,285,4.7396,441700,"NEAR OCEAN"
6093,-117.85,34.11,27,1748,403,985,416,3.1133,180600,"INLAND"
20589,-121.59,39.15,5,1922,489,938,439,2.0474,61300,"INLAND"
19907,-119.27,36.32,9,3631,635,1881,628,4.7723,113100,"INLAND"
8625,-118.38,33.88,34,1830,315,822,307,5.0602,453700,"<1H OCEAN"
9298,-122.57,38.03,24,2330,322,911,320,6.5253,387700,"NEAR BAY"
2374,-119.57,36.7,30,2370,412,1248,410,3.1442,72300,"INLAND"
20359,-118.95,34.18,25,2237,331,1121,365,6.0994,254900,"<1H OCEAN"
7442,-118.2,33.94,45,1570,328,1321,300,3.7361,171800,"<1H OCEAN"
3368,-120.37,40.17,21,789,141,406,146,2.1198,73500,"INLAND"
12631,-121.5,38.49,29,3606,690,2317,696,2.7368,78200,"INLAND"
12260,-116.95,33.79,20,2399,546,1726,542,1.8845,77700,"INLAND"
18613,-122.07,37.08,21,5639,894,2670,871,6.0809,270000,"NEAR OCEAN"
6790,-118.16,34.09,52,1722,448,1122,425,3.1204,224000,"<1H OCEAN"
15704,-122.43,37.79,52,3522,938,1319,887,4.3986,500001,"NEAR BAY"
7860,-118.13,33.89,36,599,125,361,139,5.0395,225800,"<1H OCEAN"
12458,-114.58,33.63,29,1387,236,671,239,3.3438,74000,"INLAND"
16261,-121.25,37.97,41,855,189,716,206,2.0375,75000,"INLAND"
3871,-118.46,34.16,26,2548,647,1098,540,4.3839,299100,"<1H OCEAN"
15123,-116.94,32.84,32,1607,253,778,262,4.5278,166300,"<1H OCEAN"
10686,-117.73,33.63,15,2874,592,1382,586,5.5137,161800,"<1H OCEAN"
7410,-118.22,33.96,42,1380,331,1290,288,2.8,161800,"<1H OCEAN"
17065,-122.21,37.49,24,2528,947,2437,861,2.2746,225000,"NEAR BAY"
7935,-118.08,33.82,26,4259,588,1644,581,6.2519,345700,"<1H OCEAN"
18711,-122.39,40.57,38,855,172,468,150,1.4091,84400,"INLAND"
9236,-120.09,37.02,9,1608,297,1057,295,3.7143,81600,"INLAND"
12581,-121.42,38.51,21,3249,666,2611,663,1.9423,87800,"INLAND"
18134,-122.03,37.34,25,5404,906,2338,883,6.0577,451800,"<1H OCEAN"
8897,-118.49,34.02,27,4725,1185,1945,1177,4.1365,470800,"<1H OCEAN"
8593,-118.36,33.88,44,1362,237,709,247,4.4271,336200,"<1H OCEAN"
16779,-122.47,37.68,31,4077,777,2544,738,4.5337,306700,"NEAR OCEAN"
16794,-122.46,37.66,36,2535,451,1390,436,5.3398,260900,"NEAR OCEAN"
11576,-118,33.77,28,2401,503,1155,456,3.5139,211700,"<1H OCEAN"
19032,-122.02,38.37,16,2495,331,1118,338,6.4894,198000,"INLAND"
383,-122.16,37.74,52,771,147,355,144,4.1458,143400,"NEAR BAY"
2135,-119.71,36.8,25,875,156,646,166,3,72800,"INLAND"
10062,-120.89,39.3,17,2282,431,974,371,3.5417,155100,"INLAND"
8123,-118.19,33.79,43,1823,600,2339,560,1.6792,130600,"NEAR OCEAN"
10070,-120.2,39.33,26,1988,379,905,321,3.7841,109500,"INLAND"
17736,-121.81,37.3,15,1929,345,1683,347,5.5248,235600,"<1H OCEAN"
5929,-117.8,34.1,13,2996,495,1187,464,6.2456,161700,"INLAND"
16496,-120.99,37.8,32,2564,513,1198,459,2.9083,113400,"INLAND"
16773,-122.48,37.69,42,2993,512,1594,546,4.4821,252400,"NEAR OCEAN"
1765,-122.33,37.95,45,1585,329,981,373,3.0313,135800,"NEAR BAY"
10987,-117.83,33.75,34,2660,601,1475,567,3.4152,210200,"<1H OCEAN"
17329,-120.09,34.62,18,2708,382,988,359,5.5194,367000,"NEAR OCEAN"
278,-122.19,37.79,47,1229,243,582,256,2.9514,198100,"NEAR BAY"
9730,-121.69,36.8,19,2164,410,1309,426,3.338,185300,"<1H OCEAN"
1550,-121.92,37.73,24,1407,327,501,295,2.4821,157200,"<1H OCEAN"
10154,-117.9,33.9,18,3821,576,1430,568,6.9399,349600,"<1H OCEAN"
12052,-117.55,33.88,19,2472,618,2143,610,2.2372,108800,"INLAND"
11159,-118,33.82,21,2253,580,1536,500,3.2326,204700,"<1H OCEAN"
10542,-117.74,33.46,9,6564,1316,1720,904,4.89,454100,"<1H OCEAN"
11374,-117.97,33.68,23,1722,316,865,309,4.6452,273800,"<1H OCEAN"
15312,-117.38,33.19,26,4123,1145,1703,895,1.9891,5e+05,"NEAR OCEAN"
13104,-121.34,38.44,14,3205,465,1439,456,5.7452,240900,"INLAND"
7610,-118.26,33.88,36,1212,222,775,224,5.5591,136500,"<1H OCEAN"
13366,-117.6,33.98,26,1225,199,717,204,2.7284,225000,"INLAND"
19563,-120.96,37.59,11,4236,879,2410,850,2.3849,122000,"INLAND"
11738,-121.08,38.89,41,3471,753,1680,710,2.6701,139000,"INLAND"
19877,-119.31,36.33,46,1636,338,772,332,2.425,84900,"INLAND"
12533,-121.51,38.57,36,613,166,425,147,2.2031,93800,"INLAND"
20246,-119.26,34.27,36,1972,382,1029,411,3.7337,209000,"NEAR OCEAN"
10290,-117.83,33.88,18,2112,340,1048,315,6.9308,231700,"<1H OCEAN"
3585,-118.51,34.23,27,4580,918,2252,850,4.7926,454400,"<1H OCEAN"
11670,-118.01,33.86,29,2307,452,1218,402,3.4306,194200,"<1H OCEAN"
13002,-121.27,38.67,16,3185,886,1550,802,2.5199,149000,"INLAND"
5371,-118.38,34.04,35,2237,592,1794,543,2.2961,207700,"<1H OCEAN"
8763,-118.36,33.81,34,2211,502,1113,488,4.7026,356800,"<1H OCEAN"
16022,-122.47,37.72,46,1836,319,767,302,5.9114,399000,"NEAR OCEAN"
1855,-124.19,41.78,15,3140,714,1645,640,1.6654,74600,"NEAR OCEAN"
13081,-121.35,38.54,12,16239,3358,8656,3234,3.5691,116300,"INLAND"
9993,-121.11,39.09,16,1000,197,508,190,2.3062,138800,"INLAND"
16890,-122.37,37.59,39,4645,1196,2156,1113,3.4412,353800,"NEAR OCEAN"
17491,-119.83,34.44,35,796,281,567,257,2.1389,260000,"NEAR OCEAN"
9345,-122.57,37.99,38,5587,996,2466,1027,4.1711,336900,"NEAR BAY"
15105,-116.98,32.85,12,3570,713,3321,666,4.0882,134500,"<1H OCEAN"
16832,-122.49,37.59,35,2683,475,1498,484,5.1282,262500,"NEAR OCEAN"
2753,-115.4,32.7,19,583,113,531,134,1.6838,95800,"INLAND"
6533,-118.08,34.07,32,4089,975,3775,955,3.29,205500,"<1H OCEAN"
2477,-120.08,36.34,18,1524,414,2030,356,2.1153,112500,"INLAND"
1443,-122,37.99,28,4035,641,1881,659,5.4607,192300,"INLAND"
9873,-121.83,36.61,26,3723,789,2563,747,3.4531,133100,"<1H OCEAN"
13813,-117.02,34.89,29,3111,661,1530,608,2.8281,69300,"INLAND"
12110,-117.29,33.97,4,18767,3032,8805,2723,4.6667,160600,"INLAND"
10848,-117.91,33.67,32,3058,562,1475,569,4.4625,253500,"<1H OCEAN"
832,-122.02,37.6,36,1633,345,1382,338,3.694,159600,"NEAR BAY"
1332,-121.89,38.01,30,4114,743,1994,722,4.2227,134400,"INLAND"
15973,-122.41,37.71,49,1852,429,1615,447,3.495,217800,"NEAR BAY"
1274,-121.7,37.93,19,2005,405,972,403,2.2216,156700,"INLAND"
8043,-118.16,33.84,36,1348,234,643,221,3.6447,211000,"<1H OCEAN"
3171,-119.69,36.41,38,1016,202,540,187,2.2885,75000,"INLAND"
15998,-122.47,37.75,51,2713,396,1090,401,9.3603,500001,"NEAR BAY"
12590,-121.5,38.52,37,2008,466,1261,427,2.2574,59100,"INLAND"
20640,-121.24,39.37,16,2785,616,1387,530,2.3886,89400,"INLAND"
1328,-121.9,38.02,5,1560,369,1037,372,3.6154,181800,"INLAND"
13374,-117.5,34.12,2,11965,1802,4436,1296,5.285,191700,"INLAND"
19735,-122.17,40.2,28,1782,334,873,311,3.3594,79100,"INLAND"
18422,-121.81,37.26,14,3379,683,1465,620,4.0547,236200,"<1H OCEAN"
13856,-117.29,34.49,3,7689,1545,3804,1399,3.3871,111800,"INLAND"
12262,-116.97,33.78,24,2680,606,1728,527,2.535,74800,"INLAND"
1408,-122.05,37.94,22,4162,1194,1804,1185,2.5459,179300,"NEAR BAY"
16157,-122.49,37.78,52,3440,722,1663,665,3.0278,356300,"NEAR BAY"
10595,-117.79,33.69,16,1532,240,679,248,5.7115,313900,"<1H OCEAN"
13867,-117.27,34.4,8,6042,979,3031,991,3.3438,124400,"INLAND"
8996,-118.36,33.99,45,2005,368,909,364,4.6406,268900,"<1H OCEAN"
7085,-118.02,33.93,33,4711,988,2984,931,3.6028,184700,"<1H OCEAN"
15562,-117.03,33.13,15,7000,1185,3555,1118,4.7022,172800,"<1H OCEAN"
15274,-117.28,33.06,8,4172,1022,2585,941,4.0118,245800,"NEAR OCEAN"
18374,-121.86,37.22,18,7245,1029,2893,1049,6.9508,361200,"<1H OCEAN"
13085,-121.36,38.57,26,1793,244,653,235,5.6485,129500,"INLAND"
16317,-121.32,38,21,1795,482,1114,472,2.0091,101500,"INLAND"
5893,-118.32,34.17,45,3448,690,1562,643,4.0648,258800,"<1H OCEAN"
17239,-119.67,34.44,32,3202,537,1316,538,5.2888,463800,"<1H OCEAN"
19019,-121.96,38.34,7,3292,698,1911,702,3.89,140300,"INLAND"
1997,-119.78,36.73,52,1377,319,1280,259,1.2344,43300,"INLAND"
10143,-117.89,33.9,23,1533,226,693,230,7.898,258200,"<1H OCEAN"
5956,-117.86,34.13,29,630,145,378,148,3.4107,170800,"INLAND"
13408,-117.48,34.09,32,3170,630,2612,580,3.6394,99200,"INLAND"
